,P
3185,0.062559498
3186,0.069474724
3187,0.020883969
3188,0.154803249
3189,0.66069789
3190,0.14790291
3191,0.088753906
3192,0.233523098
3193,0.670535439
3194,0.005329358
3195,0.000558521
3196,0.275791928
3197,0.421167669
3198,0.83881264
3199,0.043235188
3200,0.022494922
3201,0.424534997
3202,0.243601436
3203,0.488835958
3204,0.963797217
3205,0.760317591
3206,0.407739718
3207,0.001224368
3208,0.574962949
3209,0.891240309
3210,0.093491879
3211,0.000203884
3212,0.150838292
3213,0.245558536
3214,0.623525267
3215,0.170814929
3216,0.004010593
3217,0.147381708
3218,0.778007922
3219,0.501742205
3220,0.243328294
3221,0.554686398
3222,0.499759209
3223,0.895219782
3224,0.299681918
3225,0.128381342
3226,0.982764465
3227,0.110623662
3228,0.38672398
3229,0.84325924
3230,0.519509703
3231,0.80837468
3232,0.400503116
3233,0.017036975
3234,0.05612721
3235,0.087519362
3236,0.046415665
3237,0.108270416
3238,0.707851035
3239,0.969113511
3240,0.04462891
3241,0.139091461
3242,0.755145918
3243,0.228637561
3244,0.025805751
3245,0.03321628
3246,0.115871862
3247,0.426307137
3248,0.002522527
3249,0.51609736
3250,0.222465769
3251,0.18254276
3252,0.53512181
3253,0.017258574
3254,0.020963575
3255,0.481716454
3256,0.37206972
3257,0.037789459
3258,0.017604213
3259,0.743719505
3260,0.960614626
3261,0.027613256
3262,0.007968675
3263,0.124858257
3264,0.634789582
3265,0.026607135
3266,0.930977748
3267,0.735505936
3268,0.77776945
3269,0.286807198
3270,0.796543814
3271,0.024525541
3272,0.046843967
3273,0.031419381
3274,0.059943929
3275,0.039539484
3276,0.078368633
3277,0.899345594
3278,0.651121397
3279,0.55396613
3280,0.157896695
3281,0.391469148
3282,0.27165154
3283,0.912172485
3284,0.145624004
3285,0.371695267
3286,0.304020844
3287,0.428756908
3288,0.006186276
3289,0.130318252
3290,0.011217973
3291,0.000848675
3292,0.117604574
3293,0.069013729
3294,0.322618697
3295,0.098096769
3296,0.773583644
3297,0.78919822
3298,7.24E-05
3299,0.42811619
3300,0.978251876
3301,0.073586493
3302,0.529173528
3303,0.038900728
3304,0.075193026
3305,0.915051004
3306,0.012861789
3307,0.025027584
3308,0.47158137
3309,0.086597659
3310,0.052202449
3311,0.456229041
3312,0.887896923
3313,0.029176281
3314,0.003269044
3315,0.071233058
3316,0.057539693
3317,0.119163415
3318,0.045347596
3319,0.007447507
3320,0.138679341
3321,0.095426332
3322,0.035358977
3323,0.237256544
3324,0.000566412
3325,0.535392586
3326,0.871671343
3327,0.001023014
3328,0.009975102
3329,0.162815873
3330,0.26599359
3331,0.023251782
3332,0.80758815
3333,0.000337571
3334,0.012961119
3335,0.017903025
3336,0.589603317
3337,0.021025151
3338,0.360241653
3339,0.015851564
3340,0.446419495
3341,0.131864753
3342,0.02928324
3343,0.004568878
3344,0.145041252
3345,0.479939296
3346,0.617477158
3347,0.713027908
3348,0.095776281
3349,0.002333845
3350,0.003574392
3351,0.471317692
3352,0.053606327
3353,0.144493377
3354,0.214442015
3355,0.696846717
3356,0.196212799
3357,0.003388237
3358,0.136011422
3359,0.271017946
3360,0.175229183
3361,0.254511366
3362,0.207645263
3363,0.08371255
3364,0.970308092
3365,0.00058143
3366,0.826431922
3367,0.196349051
3368,0.696751302
3369,0.374124984
3370,0.410678186
3371,0.116172036
3372,0.393756668
3373,0.5361319
3374,0.132027678
3375,0.330629627
3376,0.853424176
3377,0.176323193
3378,0.566114056
3379,0.531983005
3380,0.305400143
3381,0.192987571
3382,0.378869152
3383,0.082079244
3384,0.201880189
3385,0.048668951
3386,0.484710227
3387,0.859125064
3388,0.175917212
3389,0.671132451
3390,0.982717684
3391,0.027462811
3392,0.170066337
3393,0.119166741
3394,0.746599749
3395,0.262991123
3396,0.348306012
3397,0.638882438
3398,0.445030334
3399,0.435898933
3400,0.024588886
3401,0.014338802
3402,0.012006937
3403,0.145704878
3404,0.986423463
3405,0.073246828
3406,0.239339688
3407,0.176494348
3408,0.484423232
3409,0.511373904
3410,0.184804834
3411,0.081433247
3412,0.154295545
3413,0.015763779
3414,0.029412449
3415,0.021299768
3416,0.002733955
3417,0.010692438
3418,4.32E-05
3419,0.56024137
3420,0.154376128
3421,0.010948431
3422,0.962774181
3423,0.002518913
3424,0.012652949
3425,1.48E-09
3426,0.002180626
3427,0.002160949
3428,0.032161387
3429,0.332907755
3430,0.143794569
3431,0.009417272
3432,0.398260009
3433,4.54E-05
3434,0.007607725
3435,0.733332944
3436,0.014150847
3437,0.015773923
3438,0.207739049
3439,0.049819318
3440,0.012893267
3441,0.830585954
3442,0.004345128
3443,1.01E-05
3444,0.019720174
3445,0.000113473
3446,2.71E-13
3447,0.000804312
3448,0.10317802
3449,0.08027169
3450,0.000118511
3451,0.254281255
3452,0.002924866
3453,0.044467935
3454,0.913479495
3455,3.49E-05
3456,0.036954093
3457,0.073241761
3458,0.521373554
3459,0.106927346
3460,0.003008384
3461,4.47E-05
3462,0.911957788
3463,1.40E-05
3464,0.00045703
3465,0.005808208
3466,0.000210708
3467,9.59E-10
3468,0.000901205
3469,0.394649215
3470,0.033779902
3471,0.234742574
3472,0.817550036
3473,0.000799864
3474,9.06E-12
3475,6.19E-05
3476,4.95E-05
3477,0.239976186
3478,0.179123798
3479,0.030472716
3480,0.028077461
3481,0.23694838
3482,0.090271909
3483,0.073326234
3484,0.15701608
3485,0.006304855
3486,0.00138156
3487,0.000914194
3488,9.02E-05
3489,0.031305619
3490,0.002118836
3491,0.011340751
3492,0.031679234
3493,7.43E-08
3494,0.414662893
3495,0.000899517
3496,0.007103886
3497,3.00E-05
3498,0.00590748
3499,2.59E-05
3500,1.45E-05
3501,0.086165589
3502,0.00067737
3503,8.36E-05
3504,0.115176391
3505,7.33E-07
3506,0.060037099
3507,0.224586947
3508,8.70E-06
3509,4.79E-05
3510,0.002686239
3511,0.02413632
3512,8.82E-13
3513,0.000145219
3514,0.000522817
3515,0.646719811
3516,3.59E-14
3517,7.81E-06
3518,0.011895325
3519,0.188485616
3520,0.000250462
3521,2.23E-13
3522,0.000157339
3523,0.000349949
3524,0.002326739
3525,0.653951089
3526,0.009862548
3527,0.101249593
3528,7.88E-05
3529,0.284952268
3530,8.61E-05
3531,0.318291091
3532,0.014975124
3533,0.000606473
3534,0.00171622
3535,0.007439341
3536,0.010166622
3537,0.705747561
3538,2.58E-18
3539,3.51E-09
3540,0.009697543
3541,0.022493479
3542,4.32E-05
3543,1.26E-06
3544,0.000917422
3545,3.64E-09
3546,8.55E-05
3547,1.70E-05
3548,3.92E-05
3549,1.63E-05
3550,0.006277166
3551,4.88E-06
3552,4.33E-06
3553,8.01E-10
3554,1.73E-05
3555,2.95E-08
3556,0.482868171
3557,1.08E-07
3558,0.000548123
3559,2.11E-06
3560,0.070530311
3561,1.54E-07
3562,0.048600814
3563,2.61E-05
3564,0.001212324
3565,0.044857293
3566,4.04E-05
3567,0.004166296
3568,0.000542168
3569,0.000117282
3570,0.003395322
3571,0.006478204
3572,3.14E-06
3573,0.468069416
3574,1.21E-14
3575,0.313620228
3576,0.157291471
3577,8.25E-06
3578,4.02E-05
3579,3.60E-09
3580,0.000359101
3581,0.002008423
3582,6.19E-06
3583,0.001683409
3584,1.75E-08
3585,9.45E-05
3586,0.92527006
3587,0.032956908
3588,2.12E-06
3589,4.05E-08
3590,0.035081113
3591,3.44E-06
3592,0.423239593
3593,0.000983439
3594,0.162518603
3595,0.00014878
3596,0.00300625
3597,0.000852231
3598,1.96E-18
3599,0.055897492
3600,9.59E-09
3601,0.006661094
3602,6.05E-05
3603,9.63E-10
3604,1.06E-06
3605,0.063428728
3606,0.000342912
3607,0.000790972
3608,7.28E-05
3609,1.32E-10
3610,7.59E-07
3611,5.96E-08
3612,0.000419429
3613,4.22E-05
3614,1.61E-14
3615,2.56E-05
3616,0.054877764
3617,5.50E-05
3618,1.67E-05
3619,0.002827276
3620,0.000604722
3621,0.001648605
3622,3.17E-11
3623,7.39E-08
3624,0.003394115
3625,0.140081325
3626,1.60E-05
3627,0.021057336
3628,4.40E-05
3629,5.02E-14
3630,0.015783334
3631,3.01E-05
3632,0.000165792
3633,0.91397659
3634,6.50E-05
3635,1.77E-06
3636,0.000312006
3637,0.002893764
3638,4.90E-07
3639,2.36E-08
3640,0.000123546
3641,1.02E-05
3642,0.288277652
3643,3.10E-07
3644,4.93E-05
3645,4.39E-06
3646,8.32E-05
3647,0.10941203
3648,0.005521918
3649,0.046177372
3650,0.004678108
3651,0.007824862
3652,0.014732453
3653,4.16E-12
3654,0.820581712
3655,0.006047686
3656,3.85E-06
3657,9.43E-05
3658,0.001510452
3659,0.252415839
3660,5.40E-05
3661,1.09E-09
3662,0.000781767
3663,0.083402306
3664,0.145152105
3665,2.36E-05
3666,7.81E-06
3667,0.012002977
3668,0.000417798
3669,7.31E-05
3670,4.14E-08
3671,1.64E-07
3672,0.000200342
3673,3.96E-07
3674,0.092266756
3675,9.83E-05
